Obs.	LS.BA.CP.U.2	LS.BA.CP.U.4	LS.BA.CP.U.5	LS.BA.DHI.U.2	LS.BA.GA.U.1	LS.BA.GA.U.3	LS.BA.ML.U.2	LS.BA.ML.U.4	LS.BA.ML.U.5	LS.BA.PIK.U.1	LS.BA.PIK.U.2	LS.BA.PIK.U.3	LS.BA.PIK.U.5	LS.BA.PSP.M.1	LS.BA.WB.U.1	LS.BA.WB.U.2	LS.BA.WB.U.3	LS.BA.WB.U.5	LS.BA.WBO.U.3	LS.BA.WBO.U.5	LS.BO.HC4.M.2	LS.BO.HC4.M.3	LS.BO.HC4.M.4	LS.BO.I1.U.1	LS.BO.I2.U.1	LS.BO.I2.U.3	LS.BO.I2.U.4	LS.BO.I2.U.5	LS.BO.I4.U.1	LS.BO.I4.U.2	LS.BO.LC1.M.2	LS.BO.LC2.M.1	LS.BO.LC4.M.2	LS.BO.LC4.M.4	LS.BO.LC4.M.5	LS.BO.R1.U.1	LS.BO.R1.U.2	LS.BO.R2.U.2	LS.BO.R3.U.1	LS.BO.R3.U.2	LS.BO.R3.U.3	LS.BO.R4.U.1	LS.BO.R4.U.2	LS.BO.R4.U.4	LS.BO.WL1.M.1	LS.BO.WL1.M.2	LS.BO.WL1.M.3	LS.BO.WL2.M.1	LS.BO.WL2.M.2	LS.BO.WL2.M.3	LS.BO.WL3.M.1	LS.BO.WL3.M.3	LS.BO.WL3.M.4	LS.BO.WL3.M.5	LS.LA.ARR.U.1	LS.LA.ARR.U.2	LS.LA.ARR.U.3	LS.LA.ARR.U.4	LS.LA.ARR.U.5	LS.LA.ESM.M.1	LS.LA.ESM.M.2	LS.LA.ESM.M.4	LS.LA.ESM.M.5	LS.LA.FIG.U.1	LS.LA.FIG.U.3	LS.LA.FIG.U.5	LS.LA.GLO.M.3	LS.LA.GLO.M.5	LS.LA.GRI.M.1	LS.LA.GRI.M.3	LS.LA.HOW.U.1	LS.LA.HOW.U.3	LS.LA.HOW.U.4	LS.LA.HOW.U.5	LS.LA.MAD.M.1	LS.LA.MAD.M.2	LS.LA.MAD.M.4	LS.LA.NAV.M.2	LS.LA.NAV.M.4	LS.LA.NAV.M.5	LS.LA.NVR.U.1	LS.LA.PAR.M.2	LS.LA.PAR.M.4	LS.LA.SAN.U.1	LS.LA.SAN.U.2	LS.LA.SAN.U.3	LS.LA.SAN.U.4	LS.LA.SAN.U.5	LS.LA.SHO.M.1	LS.LA.SHO.M.2	LS.LA.SHO.M.3	LS.LA.SHO.M.4	LS.LA.SHO.M.5	LS.LA.SSV.M.1	LS.LA.SSV.M.2	LS.LA.SSV.M.3	LS.LA.SSV.M.4	LS.LA.SSV.M.5	LS.LA.STO.U.1	LS.LA.STO.U.4	LS.LA.VB1.U.1	LS.LA.VB1.U.2	LS.LA.VB1.U.3	LS.LA.VB1.U.4	LS.LA.VET.M.3	LS.LA.VET.M.4	LS.LA.VET.M.5	LS.LA.VNH.M.2	LS.LA.VNH.M.4	LS.LA.VNH.M.5	LS.LA.WES.M.2	LS.LA.WES.M.3	LS.LA.WES.M.4	LS.LA.WES.M.5	LS.MN.L01-LS.M.1	LS.MN.L01-LS.M.2	LS.MN.L01-LS.M.4	LS.MN.L01-LS.U.1	LS.MN.L01-LS.U.2	LS.MN.L01-LS.U.3	LS.MN.L01-LS.U.4	LS.MN.L02-LS.U.1	LS.MN.L03-LS.U.2	LS.MN.L04-LS.U.2	LS.MN.L05-LS.U.1	LS.MN.L05-LS.U.2	LS.MN.L05-LS.U.3	LS.MN.L05-LS.U.4	LS.MN.L05-LS.U.5	LS.MN.L06-LS.U.2	LS.MN.L06-LS.U.4	LS.MN.L06-LS.U.5	LS.MN.L07-LS.U.2	LS.MN.L07-LS.U.4	LS.MN.L07-LS.U.5	LS.MN.L08-LS.U.1	LS.MN.L08-LS.U.2	LS.MN.L08-LS.U.3	LS.MN.L08-LS.U.5	LS.MN.L09-LS.U.3	LS.MN.L09-LS.U.5	LS.MN.L10-LS.U.1	LS.MN.L10-LS.U.2	LS.MN.L11-LS.U.1	LS.PX.ALA.M.2	LS.PX.ALA.M.3	LS.PX.ALA.M.4	LS.PX.ALA.M.5	LS.PX.ALA.M.6	LS.PX.COY.M.3	LS.PX.COY.M.4	LS.PX.COY.M.5	LS.PX.DOW.M.2	LS.PX.DOW.M.3	LS.PX.DOW.M.4	LS.PX.ENC.M.2	LS.PX.ENC.M.4	LS.PX.ENC.M.5	LS.PX.LAP.M.1	LS.PX.LAP.M.2	LS.PX.MAN.M.1	LS.PX.MAN.M.2	LS.PX.MAN.M.3	LS.PX.MAN.M.4	LS.PX.MAN.M.5	LS.PX.MON.U.2	LS.PX.MON.U.3	LS.PX.MON.U.5	LS.PX.MON.U.7	LS.PX.NUE.M.1	LS.PX.NUE.M.3	LS.PX.PAL.M.1	LS.PX.PAL.M.2	LS.PX.PAL.M.3	LS.PX.PAL.M.5	LS.PX.PIE.M.2	LS.PX.PIE.M.4	LS.PX.PIE.M.5	LS.PX.PKW.U.1	LS.PX.PKW.U.3	LS.PX.PKW.U.5	LS.PX.RPL.U.2	LS.PX.RPL.U.3	LS.PX.RPL.U.5
LS.MN.L10-LS.U.2	0.123759	0.11781	0.103782	0.023227	0.134787	0.100148	0.120163	0.108784	0.109531	0.096907	0.085727	0.116038	0.078785	0.129634	0.028061	0.134556	0.103733	0.022414	0.146563	0.052255	0.001754	0.01291	0	0.000671	0	0	0.001731	0.000839	0.002683	0	0.030006	0	0.000839	0	0	0	0	0	0.093055	0	0.139603	0	0.001726	0	0	0.001509	0	0	0.002173	0	0.039096	0.102634	0.153225	0.064848	0.130948	0.159667	0.133307	0.01601	0.131859	0.03537	0.061336	0.030596	0.123156	0.130053	0.109594	0.138721	0.005363	0.003452	0.076654	0.066367	0.0456	0.124518	0.13399	0.081254	0.11936	0.097468	0.074414	0.079766	0.151742	0.134989	0.117354	0.054943	0.121223	0.128004	0.166766	0.051973	0.091131	0.130152	0.068167	0.087407	0.139354	0.021338	0.057913	0.146159	0.099892	0.086809	0.124946	0.083512	0.082907	0.134459	0.089117	0.045724	0.112299	0.122293	0.119509	0.147113	0.131467	0.096937	0.100686	0.127615	0.133693	0.114916	0.062215	0.111849	0.00211	0.032643	0.02117	0.011677	0.097973	0.145321	0.055734	0.12198	0.061839	0.120583	0.08735	0.118118	0.084724	0.03941	0.097013	0.102104	0.102476	0.126864	0.081367	0.147366	0.116243	0.036279	0.114953	0.097492	0.062916	0.180912	0.10041	0.110534	0	0.098881	0.12782	0.152012	0.053851	0.117613	0.134698	0.12215	0.109038	0.058965	0.03694	0.036376	0.028008	0.033302	0.10597	0.024462	0.118532	0.027114	0.129712	0.165952	0.057057	0.129606	0.123418	0.152671	0.063101	0.037431	0.075256	0.117957	0.081112	0.001342	0.001761	0.003857	0.001342	0.039225	0.071261	0.049857	0.019342	0.018981	0.086792	0.050686	0.062191	0.033433
LS.MN.L11-LS.U.1	0.132563	0.136148	0.132764	0.014566	0.155957	0.07641	0.132725	0.153116	0.094978	0.084993	0.072722	0.101767	0.095293	0.159051	0.01138	0.149513	0.152658	0.0138	0.13095	0.034958	0	0.010426	0	0.002991	0	0	0.001726	0.001335	0.003997	0	0.038106	0	0.001335	0	0	0.00088	0	0.001761	0.118943	0	0.135542	0	0	0	0	0.00123	0	0	0	0	0.025299	0.142344	0.170597	0.071115	0.140798	0.189174	0.137358	0.009333	0.141094	0.030788	0.043469	0.03097	0.156054	0.109609	0.097143	0.131704	0.003354	0.00355	0.058758	0.047978	0.047072	0.151155	0.150812	0.069679	0.13614	0.124064	0.082691	0.046947	0.176313	0.133716	0.151749	0.052814	0.157007	0.155275	0.161823	0.038206	0.074966	0.14037	0.048368	0.074077	0.141354	0.01782	0.056084	0.162537	0.074048	0.088329	0.131337	0.07026	0.073315	0.151154	0.07323	0.033256	0.106628	0.12975	0.121005	0.167687	0.125134	0.093468	0.123433	0.157798	0.121207	0.094601	0.041763	0.087717	0.000447	0.019403	0.020396	0.015449	0.120541	0.165387	0.049083	0.124823	0.052245	0.12808	0.093872	0.079019	0.070115	0.025149	0.106368	0.10787	0.079709	0.133838	0.08866	0.16857	0.091623	0.022467	0.120679	0.134344	0.057419	0.186844	0.080704	0.149164	0.098881	0	0.157573	0.188975	0.052722	0.146284	0.17101	0.115321	0.111611	0.039228	0.025978	0.032339	0.016574	0.01146	0.085496	0.012502	0.122075	0.026025	0.13524	0.19486	0.050991	0.145215	0.146414	0.190349	0.040289	0.022072	0.05981	0.127483	0.08196	0.00123	0.001509	0.003564	0.00123	0.027539	0.058695	0.04871	0.015916	0.011221	0.066853	0.035859	0.050356	0.025828
LS.PX.ALA.M.2	0.168593	0.176666	0.145821	0.023286	0.200838	0.118366	0.138906	0.15761	0.131084	0.103388	0.104649	0.156396	0.137851	0.166346	0.036287	0.186609	0.154229	0.020369	0.169204	0.050919	0.004316	0.011915	0	0.004081	0.001286	0	0	0.000839	0.009149	0	0.04674	0	0	0	0	0	0	0.001677	0.131803	0.000783	0.173779	0.001342	0.002117	0	0	0.000671	0.000887	0.000894	0.005275	0.000894	0.033134	0.148088	0.194393	0.09351	0.167801	0.190525	0.17185	0.018216	0.167249	0.049808	0.06495	0.034074	0.167681	0.141229	0.127536	0.158348	0.002767	0.001789	0.071844	0.064935	0.043618	0.165466	0.183604	0.09266	0.155805	0.126807	0.108863	0.066355	0.192457	0.171315	0.17509	0.063187	0.153082	0.181067	0.194179	0.062249	0.118901	0.164852	0.067846	0.104501	0.165012	0.021754	0.068523	0.161758	0.10764	0.115968	0.160043	0.065793	0.111896	0.160259	0.092108	0.057388	0.134109	0.16125	0.128452	0.190858	0.148593	0.111731	0.149253	0.170073	0.145967	0.119368	0.066965	0.129879	0.00348	0.031082	0.040058	0.026248	0.155409	0.212317	0.07029	0.153574	0.065919	0.151375	0.142408	0.117186	0.103859	0.043639	0.143045	0.171268	0.094782	0.144489	0.115298	0.189077	0.149031	0.04076	0.156597	0.151641	0.058638	0.210522	0.109103	0.153424	0.12782	0.157573	0	0.166874	0.060438	0.142084	0.138421	0.156259	0.116015	0.06657	0.048937	0.036965	0.022665	0.018441	0.133559	0.017704	0.12477	0.032589	0.126194	0.169942	0.066365	0.148999	0.126372	0.193893	0.049568	0.029875	0.067446	0.137539	0.080379	0.001789	0.003466	0.004933	0	0.042287	0.081615	0.053825	0.022222	0.019593	0.103171	0.044862	0.064215	0.03534
LS.PX.ALA.M.3	0.199195	0.222334	0.168436	0.030706	0.227035	0.14467	0.19732	0.202226	0.144817	0.139115	0.131909	0.189482	0.164674	0.227729	0.042441	0.206983	0.194411	0.019962	0.211971	0.081185	0.005532	0.013942	0	0.003239	0	0.000839	0.000783	0.001778	0.012836	0.003452	0.057181	0	0	0.001677	0.001677	0.001338	0.001789	0.003127	0.15464	0	0.217389	0.003346	0.004773	0.000867	0	0.001453	0.002572	0.001286	0.006117	0.001562	0.055587	0.184858	0.234226	0.102408	0.204757	0.242868	0.202372	0.026693	0.198267	0.055628	0.080379	0.036998	0.203112	0.184274	0.157907	0.19497	0.00775	0.003854	0.079483	0.084387	0.06589	0.202431	0.224525	0.110158	0.193745	0.156773	0.13145	0.087607	0.235963	0.192598	0.20752	0.081967	0.186975	0.215427	0.23525	0.077205	0.142459	0.201071	0.076509	0.128466	0.208556	0.012814	0.073535	0.21301	0.129101	0.145232	0.186021	0.112602	0.136856	0.207765	0.118648	0.061486	0.159601	0.195926	0.144561	0.218544	0.172137	0.135872	0.164146	0.19525	0.18474	0.15184	0.063561	0.152158	0.008141	0.036126	0.045139	0.024834	0.193216	0.260851	0.076561	0.205147	0.075874	0.21274	0.144931	0.143487	0.127029	0.054626	0.175822	0.192368	0.121233	0.204532	0.142565	0.241828	0.175108	0.056272	0.209255	0.201086	0.074162	0.272107	0.158824	0.206491	0.152012	0.188975	0.166874	0	0.086618	0.170883	0.187085	0.195717	0.150112	0.077462	0.060816	0.05442	0.040047	0.04018	0.141438	0.032343	0.164027	0.050864	0.172116	0.1858	0.093751	0.170908	0.182664	0.225273	0.067896	0.037658	0.097522	0.183243	0.107113	0.002624	0.003459	0.006632	0.00218	0.056227	0.10388	0.076099	0.039066	0.027024	0.128924	0.069534	0.07134	0.050005
LS.PX.ALA.M.4	0.087724	0.079952	0.046853	0.019913	0.080349	0.069739	0.072123	0.053701	0.074953	0.059876	0.049549	0.060434	0.079366	0.06998	0.034821	0.082179	0.062598	0.031154	0.090803	0.047888	0.009587	0.013686	0.001328	0.003676	0.002558	0	0.00262	0.005199	0.008773	0.001789	0.02011	0	0.001118	0	0	0	0.003409	0.001676	0.038991	0.002502	0.08678	0.001705	0.002515	0	0	0.001663	0.001564	0.00218	0.005646	0.003338	0.038281	0.072371	0.083577	0.059219	0.06415	0.069832	0.063986	0.023881	0.07259	0.029938	0.048514	0.025766	0.048261	0.068741	0.066204	0.062416	0.001565	0.002865	0.047522	0.043749	0.033634	0.052997	0.073733	0.077434	0.067087	0.06566	0.069422	0.058041	0.08034	0.0618	0.074334	0.050336	0.058681	0.072622	0.102469	0.051377	0.074598	0.062555	0.058222	0.073787	0.059297	0.020165	0.055994	0.075929	0.070708	0.057128	0.047845	0.049019	0.062933	0.064235	0.055478	0.048922	0.070358	0.051046	0.055399	0.069372	0.064576	0.069652	0.055996	0.067493	0.067316	0.067075	0.043116	0.066729	0.006112	0.03914	0.044468	0.024619	0.049256	0.075545	0.05641	0.071517	0.042403	0.060312	0.05676	0.073435	0.052606	0.032474	0.060956	0.062112	0.059669	0.070063	0.049029	0.069308	0.063004	0.037233	0.06437	0.065724	0.056412	0.078448	0.056287	0.050034	0.053851	0.052722	0.060438	0.086618	0	0.053961	0.060617	0.078691	0.068498	0.048136	0.048829	0.040505	0.02562	0.030661	0.065082	0.02461	0.063642	0.031675	0.063561	0.087779	0.043835	0.067218	0.062973	0.079766	0.04695	0.02831	0.044972	0.084062	0.050389	0.003325	0.004918	0.005714	0.001677	0.028282	0.059649	0.034864	0.028768	0.022351	0.064377	0.049709	0.048351	0.036845
LS.PX.ALA.M.5	0.147444	0.164312	0.152109	0.017839	0.176012	0.106615	0.13197	0.166496	0.131242	0.105926	0.097056	0.138675	0.120561	0.166199	0.030949	0.1719	0.135331	0.016255	0.175424	0.050217	0.002564	0.009987	0	0.002124	0.002194	0	0	0	0.005641	0.001328	0.029813	0	0	0	0	0.000839	0	0	0.12218	0	0.162609	0	0.001649	0	0	0.00123	0	0.001328	0.002977	0	0.033104	0.146022	0.174193	0.069945	0.165677	0.182218	0.150907	0.014063	0.160516	0.031749	0.064238	0.023933	0.156865	0.149847	0.125602	0.141139	0.002013	0.002586	0.074545	0.062199	0.036381	0.158423	0.178797	0.080079	0.15866	0.13492	0.089563	0.067525	0.185993	0.145489	0.160944	0.059825	0.148548	0.162825	0.190224	0.056508	0.106109	0.157895	0.054954	0.100472	0.160198	0.009125	0.049774	0.154809	0.089472	0.109807	0.142434	0.073861	0.100965	0.170616	0.093235	0.041101	0.134601	0.142316	0.123787	0.179952	0.127065	0.106849	0.124778	0.160305	0.131598	0.119876	0.045709	0.11465	0.002571	0.019948	0.028299	0.013719	0.155454	0.197862	0.068314	0.149878	0.058259	0.159845	0.113238	0.126196	0.095831	0.040464	0.13133	0.14269	0.093404	0.145457	0.108316	0.189995	0.138198	0.044356	0.152274	0.153231	0.05909	0.205469	0.117555	0.166883	0.117613	0.146284	0.142084	0.170883	0.053961	0	0.153756	0.12642	0.114636	0.05018	0.039794	0.019734	0.019992	0.022933	0.108491	0.021449	0.111674	0.02285	0.129295	0.163711	0.065686	0.12517	0.161869	0.153023	0.049034	0.01628	0.060341	0.138431	0.069115	0.001328	0	0.002586	0	0.037552	0.070681	0.05839	0.021459	0.020258	0.077796	0.042467	0.055267	0.022261
LS.PX.ALA.M.6	0.169812	0.202965	0.158427	0.020747	0.205324	0.134395	0.167548	0.175081	0.133746	0.115128	0.11753	0.16393	0.144139	0.187589	0.033504	0.191649	0.156837	0.020978	0.187884	0.068635	0.008592	0.014596	0	0.002795	0.002124	0	0	0.000447	0.007071	0.00088	0.046231	0	0.001789	0	0	0	0	0.001677	0.133697	0	0.185332	0	0.001789	0	0	0	0	0.00088	0.002222	0	0.036221	0.165578	0.202411	0.083137	0.174908	0.209474	0.184957	0.018801	0.178996	0.044703	0.058058	0.031232	0.172922	0.146173	0.138215	0.165569	0.005594	0.002121	0.079484	0.067793	0.051291	0.175109	0.203565	0.110271	0.170455	0.143074	0.10311	0.074931	0.217686	0.172958	0.18772	0.073231	0.175067	0.198816	0.202364	0.063479	0.139122	0.170718	0.063116	0.127635	0.172806	0.018124	0.060015	0.181141	0.110815	0.129494	0.162567	0.090883	0.117342	0.18944	0.11233	0.051307	0.152389	0.167422	0.143348	0.200506	0.145696	0.111742	0.147522	0.174299	0.158484	0.144327	0.05787	0.132134	0	0.034975	0.032942	0.023907	0.166579	0.234751	0.067158	0.165097	0.059142	0.173405	0.135683	0.126717	0.098775	0.042352	0.149003	0.176372	0.118441	0.175808	0.120931	0.204372	0.152956	0.042355	0.17867	0.182444	0.069733	0.235929	0.121177	0.178011	0.134698	0.17101	0.138421	0.187085	0.060617	0.153756	0	0.137091	0.113074	0.059522	0.039277	0.034264	0.030211	0.031819	0.107098	0.024055	0.121205	0.030623	0.129298	0.166465	0.060845	0.139902	0.137001	0.185891	0.048447	0.019788	0.068971	0.130273	0.078371	0.00088	0.000447	0.001747	0	0.038967	0.081648	0.055392	0.015465	0.015007	0.095064	0.043957	0.054937	0.037192
LS.PX.COY.M.3	0.14897	0.151247	0.126356	0.03671	0.182574	0.131653	0.133244	0.134824	0.146007	0.130711	0.098885	0.161575	0.144044	0.146993	0.045573	0.169593	0.129934	0.030304	0.172936	0.074812	0.006399	0.015274	0	0.002572	0.001551	0.001649	0.001705	0.003449	0.010506	0.003015	0.040168	0	0	0.001342	0.001677	0.000783	0.002208	0.000671	0.094227	0.001901	0.169	0.00416	0.005191	0.001118	0	0.002739	0.003256	0.002781	0.006261	0.001773	0.053468	0.136583	0.175097	0.102974	0.155174	0.176305	0.162187	0.019473	0.13645	0.048101	0.076492	0.0375	0.128416	0.141703	0.126586	0.137333	0.002991	0	0.073322	0.080737	0.068957	0.152087	0.167858	0.119458	0.146618	0.10391	0.121876	0.096601	0.180816	0.139389	0.160589	0.090336	0.140485	0.153589	0.194378	0.081173	0.139374	0.159267	0.074614	0.116436	0.14412	0.024552	0.061126	0.164371	0.114815	0.11289	0.143729	0.081171	0.116064	0.144712	0.102076	0.075899	0.14453	0.148543	0.122258	0.152966	0.145293	0.124832	0.114001	0.148779	0.143748	0.126362	0.059084	0.131812	0.004906	0.043329	0.046177	0.02462	0.108189	0.173229	0.076841	0.15517	0.076082	0.153716	0.126808	0.141441	0.102116	0.063057	0.121465	0.131941	0.102752	0.149783	0.100601	0.177059	0.130829	0.046941	0.120905	0.133263	0.085387	0.197289	0.112369	0.125183	0.12215	0.115321	0.156259	0.195717	0.078691	0.12642	0.137091	0	0.137112	0.078006	0.045909	0.04732	0.034815	0.035753	0.123404	0.034688	0.141086	0.041708	0.15946	0.187741	0.091331	0.139481	0.161409	0.170274	0.066572	0.036459	0.086283	0.153837	0.093302	0.003422	0.005381	0.005363	0.00253	0.053608	0.096345	0.069201	0.036167	0.027513	0.097979	0.065058	0.072307	0.054374
LS.PX.COY.M.4	0.120533	0.1366	0.10582	0.019068	0.145862	0.112102	0.121372	0.122593	0.122661	0.099416	0.096776	0.135381	0.106895	0.13534	0.02832	0.156611	0.113794	0.017207	0.145714	0.059655	0.006956	0.010202	0	0.002432	0	0.001565	0.000447	0.002205	0.004581	0.001328	0.028595	0	0.001789	0	0.001787	0	0.000894	0.001341	0.090308	0.000867	0.145989	0	0.002823	0	0	0	0	0.001338	0.002348	0.001314	0.040567	0.12342	0.136319	0.072504	0.129075	0.142719	0.127305	0.013004	0.13041	0.031932	0.072713	0.031634	0.1147	0.128165	0.110214	0.1145	0.001726	0.001453	0.069962	0.056939	0.049763	0.126098	0.131223	0.094026	0.134144	0.10144	0.097496	0.07498	0.14713	0.129817	0.143129	0.076943	0.133888	0.129761	0.167989	0.069807	0.114262	0.119305	0.071736	0.102101	0.125201	0.012643	0.068135	0.136817	0.093776	0.100349	0.123504	0.079096	0.099919	0.149094	0.082394	0.053046	0.119247	0.117469	0.09985	0.131324	0.122915	0.097518	0.098135	0.122157	0.110872	0.102022	0.05218	0.095464	0.002962	0.029155	0.032349	0.020176	0.122281	0.16824	0.064569	0.123361	0.061341	0.133211	0.117799	0.101358	0.090243	0.045743	0.106835	0.131757	0.095944	0.113565	0.096561	0.137453	0.11722	0.046686	0.109278	0.138321	0.055029	0.176073	0.101152	0.117328	0.109038	0.111611	0.116015	0.150112	0.068498	0.114636	0.113074	0.137112	0	0.068787	0.046566	0.040376	0.026672	0.032768	0.100587	0.023289	0.111241	0.03271	0.107796	0.139364	0.063475	0.117306	0.122316	0.143653	0.054697	0.031579	0.069521	0.11584	0.072484	0.002683	0.003731	0.001314	0.001782	0.035268	0.079781	0.052155	0.021477	0.01744	0.095893	0.055783	0.072245	0.036863
LS.PX.COY.M.5	0.08061	0.064712	0.040472	0.025004	0.073294	0.059068	0.06176	0.043514	0.08137	0.06863	0.058691	0.076612	0.077381	0.071966	0.032728	0.077366	0.051964	0.027091	0.088112	0.049873	0.011393	0.015567	0	0.002893	0.001453	0	0	0.001649	0.007812	0.001789	0.028738	0	0.001789	0	0.000447	0	0.001788	0.003228	0.034389	0.000447	0.087522	0	0.00327	0	0	0	0	0.000894	0.003018	0	0.036777	0.078334	0.07481	0.066176	0.054007	0.075083	0.065326	0.024955	0.055526	0.032245	0.039263	0.026432	0.048698	0.078858	0.064665	0.065745	0.001761	0.001705	0.044484	0.039019	0.05025	0.055504	0.074712	0.077468	0.051123	0.034574	0.061568	0.056035	0.079598	0.05982	0.079556	0.047417	0.046809	0.059736	0.107124	0.051507	0.071636	0.061777	0.046074	0.063571	0.048718	0.026921	0.054098	0.080072	0.070617	0.065052	0.049022	0.043291	0.069732	0.067919	0.061562	0.049867	0.070387	0.063749	0.057404	0.072214	0.067632	0.078101	0.043641	0.052575	0.067959	0.064269	0.038738	0.074433	0.007124	0.03542	0.037947	0.018814	0.055321	0.077357	0.05124	0.075783	0.047782	0.076373	0.059563	0.086751	0.054979	0.045702	0.053091	0.0775	0.066367	0.080781	0.053695	0.068415	0.072746	0.042928	0.050432	0.066782	0.051978	0.081696	0.060194	0.053554	0.058965	0.039228	0.06657	0.077462	0.048136	0.05018	0.059522	0.078006	0.068787	0	0.035956	0.033777	0.024391	0.023405	0.06629	0.025468	0.07088	0.02917	0.074998	0.074138	0.038249	0.064466	0.065517	0.085097	0.042231	0.02636	0.04572	0.070259	0.045266	0	0	0.001705	0.001565	0.024822	0.050006	0.043607	0.024507	0.014772	0.05723	0.036208	0.036098	0.037495
LS.PX.DOW.M.2	0.041735	0.041954	0.024959	0.027172	0.046947	0.045414	0.048472	0.03316	0.041435	0.044348	0.044397	0.053271	0.042821	0.04703	0.031229	0.054855	0.024266	0.021484	0.05395	0.041249	0.008399	0.013425	0.000894	0.001551	0.003297	0.003211	0.006558	0.002446	0.006471	0.002453	0.023746	0.001674	0.004341	0	0.001314	0.001754	0.001558	0	0.030055	0.002641	0.056252	0.000894	0.004404	0.002662	0	0	0.003518	0.004297	0.006909	0.002446	0.028355	0.047041	0.051699	0.038041	0.031856	0.035018	0.037093	0.014855	0.034731	0.019757	0.041447	0.025768	0.040019	0.035494	0.043451	0.035172	0.001674	0.001551	0.034044	0.032187	0.026457	0.035002	0.047624	0.058813	0.041584	0.032093	0.037326	0.034672	0.043873	0.034799	0.051171	0.027804	0.03612	0.035631	0.065608	0.039512	0.033752	0.028337	0.044001	0.04023	0.040584	0.014877	0.039798	0.04877	0.051388	0.035447	0.028222	0.024478	0.030314	0.040242	0.045118	0.034478	0.045905	0.041896	0.033426	0.038855	0.041823	0.038355	0.022021	0.045445	0.038541	0.03936	0.035252	0.041372	0.009828	0.039717	0.026927	0.025902	0.031229	0.042172	0.035897	0.04859	0.037657	0.042371	0.035009	0.044498	0.040596	0.031536	0.032301	0.033917	0.041095	0.038664	0.032732	0.044196	0.046507	0.034091	0.038578	0.038114	0.03989	0.042053	0.032699	0.026924	0.03694	0.025978	0.048937	0.060816	0.048829	0.039794	0.039277	0.045909	0.046566	0.035956	0	0.037751	0.026599	0.022123	0.050992	0.029055	0.053451	0.039832	0.047777	0.05269	0.040273	0.043565	0.054561	0.063014	0.03714	0.031508	0.041433	0.062354	0.040798	0.004423	0.005337	0.004203	0.001537	0.03566	0.053848	0.045145	0.031037	0.02881	0.060982	0.037674	0.037581	0.036385
LS.PX.DOW.M.3	0.042267	0.038659	0.020839	0.022015	0.046631	0.036631	0.03857	0.02528	0.037899	0.034172	0.037331	0.043126	0.047174	0.040697	0.024456	0.048176	0.032121	0.018601	0.051535	0.034135	0.007014	0.010308	0	0.001558	0.000894	0.000839	0.001286	0.003088	0.005911	0.000894	0.017595	0	0.001788	0	0.001565	0	0.001677	0.001314	0.016757	0	0.059379	0.001726	0.004277	0.001286	0	0	0.001558	0.000783	0.003459	0.001759	0.027298	0.046073	0.049085	0.033772	0.037889	0.046705	0.045244	0.02109	0.032382	0.014809	0.025426	0.016016	0.035189	0.040086	0.03535	0.040616	0	0	0.027031	0.025546	0.023152	0.03558	0.042209	0.042722	0.033982	0.027662	0.03749	0.031655	0.041005	0.039924	0.053861	0.030344	0.037379	0.042589	0.061608	0.032735	0.044711	0.033214	0.038447	0.039927	0.034543	0.016516	0.030439	0.042087	0.044446	0.04512	0.036302	0.025291	0.035583	0.033431	0.036997	0.027116	0.044861	0.040471	0.03003	0.028331	0.041853	0.036434	0.022671	0.038857	0.0471	0.045377	0.027418	0.043577	0.008641	0.028426	0.028128	0.018121	0.033571	0.044404	0.024824	0.041042	0.027767	0.044715	0.027979	0.037135	0.035236	0.020054	0.023781	0.037729	0.029002	0.04618	0.035689	0.044596	0.040213	0.02433	0.031549	0.0322	0.032286	0.046394	0.027613	0.026131	0.036376	0.032339	0.036965	0.05442	0.040505	0.019734	0.034264	0.04732	0.040376	0.033777	0.037751	0	0.028645	0.016341	0.049441	0.017853	0.039431	0.027144	0.042479	0.060125	0.038173	0.044632	0.036795	0.046942	0.022622	0.022876	0.032264	0.046469	0.038699	0.002598	0.003927	0.001551	0.002068	0.02683	0.047498	0.030848	0.027715	0.017877	0.050279	0.035409	0.02947	0.032163
